BN Part Number,OEM #,LBS.,,,Pt,Pd,Rh,Pt 100,Pd 100,Rh 100,Pt 97 , Pd 96.5 ,Rh 88,Refining , Treatment Charges,Interest Charges,Gross ,Net,,,,Per Lbs $
323 REAR,2L2C-AA,2.2473,0.99,2.27,1613,49,317,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.80,#VALUE!,191.90,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,3L24-AE,2.3859,0.99,2.41,446,46,172,0.02,0.00,0.01,0.02,0.00,0.01,0.04,1.91,#VALUE!,97.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L2C-BB,3.2175,0.99,3.25,23,2875,352,0.00,0.13,0.02,0.00,0.13,0.01,0.29,2.57,#VALUE!,511.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,3L24-AD,2.4849,0.99,2.51,387,1183,160,0.01,0.04,0.01,0.01,0.04,0.01,0.12,1.99,#VALUE!,183.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,3L24-BE,3.3759,0.99,3.41,604,71,336,0.03,0.00,0.02,0.03,0.00,0.01,0.09,2.70,#VALUE!,254.79,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,2L2C-AC,2.2176,0.99,2.24,1542,36,310,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.77,#VALUE!,183.23,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,3C54-AA-ARM,3.0096,0.99,3.04,495,46,208,0.02,0.00,0.01,0.02,0.00,0.01,0.06,2.41,#VALUE!,145.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323C FRONT,2007564,1.1187,0.99,1.13,472,4821,394,0.01,0.08,0.01,0.01,0.08,0.01,0.18,0.89,#VALUE!,263.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,4R33-DA,2.0889,0.99,2.11,1025,1538,434,0.03,0.05,0.01,0.03,0.05,0.01,0.17,1.67,#VALUE!,306.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,4R33-CA,2.0295,0.99,2.05,873,1966,407,0.03,0.06,0.01,0.03,0.06,0.01,0.18,1.62,#VALUE!,310.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,4R33-EA,2.1285,0.99,2.15,496,1020,278,0.02,0.03,0.01,0.01,0.03,0.01,0.11,1.70,#VALUE!,197.59,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,7R33-EB,2.4057,0.99,2.43,139,1417,322,0.00,0.05,0.01,0.00,0.05,0.01,0.13,1.92,#VALUE!,261.79,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,9R33-DA,2.4156,0.99,2.44,2,1798,103,0.00,0.06,0.00,0.00,0.06,0.00,0.13,1.93,#VALUE!,185.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
326 B0DY,7R33-DB,2.3859,0.99,2.41,171,3582,245,0.01,0.12,0.01,0.01,0.12,0.01,0.27,1.91,#VALUE!,388.91,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,7-EA5,2.3067,0.99,2.33,541,1217,270,0.02,0.04,0.01,0.02,0.04,0.01,0.13,1.85,#VALUE!,226.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,HA5,2.2869,0.99,2.31,444,1308,380,0.01,0.04,0.01,0.01,0.04,0.01,0.14,1.83,#VALUE!,276.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,HA4,2.376,0.99,2.40,489,1173,408,0.02,0.04,0.01,0.02,0.04,0.01,0.14,1.90,#VALUE!,291.30,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,FA6,2.6334,0.99,2.66,471,1647,373,0.02,0.06,0.01,0.02,0.06,0.01,0.18,2.11,#VALUE!,343.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,8-DA5,2.9205,0.99,2.95,13,3398,236,0.00,0.14,0.01,0.00,0.14,0.01,0.30,2.34,#VALUE!,447.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,GA4,2.1978,0.99,2.22,497,1058,430,0.02,0.03,0.01,0.02,0.03,0.01,0.12,1.76,#VALUE!,271.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,8-DA6,2.5938,0.99,2.62,2,3132,250,0.00,0.12,0.01,0.00,0.11,0.01,0.25,2.08,#VALUE!,382.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,6-CE4,2.5938,0.99,2.62,2,3119,392,0.00,0.12,0.01,0.00,0.11,0.01,0.25,2.08,#VALUE!,451.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,CB5,2.3364,0.99,2.36,996,2446,431,0.03,0.08,0.01,0.03,0.08,0.01,0.25,1.87,#VALUE!,407.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,8-AA6,3.2769,0.99,3.31,2,3657,367,0.00,0.17,0.02,0.00,0.17,0.02,0.37,2.62,#VALUE!,611.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,7-TIE6,3.2967,0.99,3.33,14,3899,386,0.00,0.19,0.02,0.00,0.18,0.02,0.40,2.64,#VALUE!,652.62,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHEILD,GA5,2.1978,0.99,2.22,526,919,448,0.02,0.03,0.01,0.02,0.03,0.01,0.11,1.76,#VALUE!,269.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-TA,2.2473,0.99,2.27,480,1278,403,0.02,0.04,0.01,0.02,0.04,0.01,0.13,1.80,#VALUE!,280.54,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,6L34-GD,3.1779,0.99,3.21,321,1787,356,0.01,0.08,0.02,0.01,0.08,0.01,0.22,2.54,#VALUE!,412.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,6L34-HC,3.1383,0.99,3.17,376,1871,352,0.02,0.09,0.02,0.02,0.08,0.01,0.23,2.51,#VALUE!,415.27,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-SB,2.6433,0.99,2.67,515,1752,399,0.02,0.07,0.02,0.02,0.07,0.01,0.20,2.11,#VALUE!,368.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-SA,2.376,0.99,2.40,259,1103,252,0.01,0.04,0.01,0.01,0.04,0.01,0.11,1.90,#VALUE!,206.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L14-DE,2.6037,0.99,2.63,573,1790,428,0.02,0.07,0.02,0.02,0.07,0.01,0.20,2.08,#VALUE!,383.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,7L34-PA,2.6433,0.99,2.67,13,1828,108,0.00,0.07,0.00,0.00,0.07,0.00,0.14,2.11,#VALUE!,208.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L14-FC,2.6928,0.99,2.72,532,1787,430,0.02,0.07,0.02,0.02,0.07,0.01,0.21,2.15,#VALUE!,395.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,6L14-AB,3.069,0.99,3.10,374,1851,362,0.02,0.08,0.02,0.02,0.08,0.01,0.22,2.46,#VALUE!,409.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,6L14-HD,3.0195,0.99,3.05,398,1803,357,0.02,0.08,0.02,0.02,0.08,0.01,0.21,2.42,#VALUE!,396.89,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,7L34-PB,2.673,0.99,2.70,30,1872,139,0.00,0.07,0.01,0.00,0.07,0.00,0.15,2.14,#VALUE!,231.10,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,6L34-GC-MAN,2.97,0.99,3.00,181,1911,328,0.01,0.08,0.01,0.01,0.08,0.01,0.20,2.38,#VALUE!,374.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-RB,2.7225,0.99,2.75,476,1635,383,0.02,0.06,0.02,0.02,0.06,0.01,0.19,2.18,#VALUE!,360.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-RC,2.6334,0.99,2.66,537,1720,409,0.02,0.07,0.02,0.02,0.06,0.01,0.20,2.11,#VALUE!,370.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,5L34-GE,2.6037,0.99,2.63,553,1898,420,0.02,0.07,0.02,0.02,0.07,0.01,0.21,2.08,#VALUE!,387.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,8L34-PC,2.673,0.99,2.70,2,2035,127,0.00,0.08,0.00,0.00,0.08,0.00,0.16,2.14,#VALUE!,237.66,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,8L34-RC-SHU,2.6136,0.99,2.64,2,2332,143,0.00,0.09,0.01,0.00,0.09,0.00,0.18,2.09,#VALUE!,265.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,8L34-RC-TYE,2.6334,0.99,2.66,2,2059,143,0.00,0.08,0.01,0.00,0.08,0.00,0.16,2.11,#VALUE!,244.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,8L34-XC-PUL,3.069,0.99,3.10,2,4035,396,0.00,0.18,0.02,0.00,0.17,0.02,0.38,2.46,#VALUE!,626.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,8L34-XC-TRU,3.0591,0.99,3.09,2,4073,410,0.00,0.18,0.02,0.00,0.18,0.02,0.38,2.45,#VALUE!,636.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHEILD,7L34-RB-SHU,2.6235,0.99,2.65,31,2045,148,0.00,0.08,0.01,0.00,0.08,0.00,0.16,2.10,#VALUE!,245.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,LF64,1.1682,0.99,1.18,125,4218,315,0.00,0.07,0.01,0.00,0.07,0.00,0.15,0.93,#VALUE!,228.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,LF13,1.1682,0.99,1.18,182,5367,414,0.00,0.09,0.01,0.00,0.09,0.01,0.19,0.93,#VALUE!,294.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,LFK9,1.1682,0.99,1.18,2,979,200,0.00,0.02,0.00,0.00,0.02,0.00,0.04,0.93,#VALUE!,81.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,23530528,1.4355,0.99,1.45,5,3392,273,0.00,0.07,0.01,0.00,0.07,0.01,0.15,1.15,#VALUE!,229.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335A,AE81-FA,1.2375,0.99,1.25,2,3650,143,0.00,0.07,0.00,0.00,0.06,0.00,0.13,0.99,#VALUE!,177.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
335C,4S4C-BD,0.7623,0.99,0.77,1677,4696,428,0.02,0.05,0.00,0.02,0.05,0.00,0.15,0.61,#VALUE!,194.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,6G13-AE,1.0494,0.99,1.06,625,2342,312,0.01,0.04,0.00,0.01,0.03,0.00,0.10,0.84,#VALUE!,150.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,5G13-BG,1.0494,0.99,1.06,709,2984,378,0.01,0.05,0.01,0.01,0.04,0.01,0.12,0.84,#VALUE!,186.04,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,6G13-AB,1.0494,0.99,1.06,667,2881,375,0.01,0.04,0.01,0.01,0.04,0.01,0.11,0.84,#VALUE!,181.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,5G13-BH,1.0494,0.99,1.06,745,2807,375,0.01,0.04,0.01,0.01,0.04,0.01,0.12,0.84,#VALUE!,180.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,6F93-AE,1.0494,0.99,1.06,663,2812,349,0.01,0.04,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,173.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,6F93-AB,1.0494,0.99,1.06,640,2794,347,0.01,0.04,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,172.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,5F93-BG,1.0494,0.99,1.06,683,2944,357,0.01,0.05,0.01,0.01,0.04,0.00,0.12,0.84,#VALUE!,180.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338A,5F93-BH,1.0494,0.99,1.06,652,2680,354,0.01,0.04,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,170.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,6G13-AD,1.0494,0.99,1.06,683,2659,346,0.01,0.04,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,168.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,5G13-BF,1.0494,0.99,1.06,447,3021,353,0.01,0.05,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,178.33,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,5G13-BE,1.0494,0.99,1.06,662,2732,343,0.01,0.04,0.01,0.01,0.04,0.00,0.11,0.84,#VALUE!,169.90,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,7F93-AA,1.0494,0.99,1.06,661,2941,296,0.01,0.05,0.00,0.01,0.04,0.00,0.11,0.84,#VALUE!,167.33,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,7G13-AA,1.0494,0.99,1.06,594,2979,282,0.01,0.05,0.00,0.01,0.04,0.00,0.11,0.84,#VALUE!,164.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,6F93-BD,1.0494,0.99,1.06,684,2992,385,0.01,0.05,0.01,0.01,0.04,0.01,0.12,0.84,#VALUE!,187.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B, 6F93-AD ,1.0494,0.99,1.06,675,2782,138,0.01,0.04,0.00,0.01,0.04,0.00,0.11,0.84,#VALUE!,130.34,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,6F93-AB,1.0494,0.99,1.06,608,2588,332,0.01,0.04,0.01,0.01,0.04,0.00,0.10,0.84,#VALUE!,162.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,5F93-BE,1.0494,0.99,1.06,952,2870,346,0.01,0.04,0.01,0.01,0.04,0.00,0.12,0.84,#VALUE!,179.39,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,5F93-BF,1.0494,0.99,1.06,699,3028,365,0.01,0.05,0.01,0.01,0.04,0.00,0.12,0.84,#VALUE!,184.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
338B,6G13-AB,1.0494,0.99,1.06,746,2305,328,0.01,0.04,0.01,0.01,0.03,0.00,0.10,0.84,#VALUE!,153.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
339A,6E53-AF,1.089,0.99,1.10,2,4640,433,0.00,0.07,0.01,0.00,0.07,0.01,0.15,0.87,#VALUE!,250.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,8G13-AB,1.8612,0.99,1.88,2,1866,127,0.00,0.05,0.00,0.00,0.05,0.00,0.10,1.49,#VALUE!,155.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,8G13-BH,1.8612,0.99,1.88,6,8791,377,0.00,0.24,0.01,0.00,0.23,0.01,0.48,1.49,#VALUE!,653.31,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,7T43-BD,1.8612,0.99,1.88,33,2692,339,0.00,0.07,0.01,0.00,0.07,0.01,0.16,1.49,#VALUE!,280.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,7T43-AA,1.8612,0.99,1.88,2,2140,132,0.00,0.06,0.00,0.00,0.06,0.00,0.12,1.49,#VALUE!,173.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,7T43-CA,1.7721,0.99,1.79,8,2006,254,0.00,0.05,0.01,0.00,0.05,0.01,0.11,1.42,#VALUE!,199.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340A,8G13-CA,1.8315,0.99,1.85,2,2060,131,0.00,0.06,0.00,0.00,0.05,0.00,0.11,1.47,#VALUE!,165.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,7143-AA,1.7919,0.99,1.81,2,2082,133,0.00,0.05,0.00,0.00,0.05,0.00,0.11,1.43,#VALUE!,164.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,9G13-BA,1.7919,0.99,1.81,2,1902,111,0.00,0.05,0.00,0.00,0.05,0.00,0.10,1.43,#VALUE!,146.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,AT43-AA,1.7919,0.99,1.81,2,1972,114,0.00,0.05,0.00,0.00,0.05,0.00,0.10,1.43,#VALUE!,151.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,8G13-BH,1.7919,0.99,1.81,5,11570,493,0.00,0.30,0.01,0.00,0.29,0.01,0.61,1.43,#VALUE!,826.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,TT43-AA,1.7919,0.99,1.81,2,1926,119,0.00,0.05,0.00,0.00,0.05,0.00,0.10,1.43,#VALUE!,150.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,TT43-BD,1.7919,0.99,1.81,36,3087,370,0.00,0.08,0.01,0.00,0.08,0.01,0.17,1.43,#VALUE!,303.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
NEW 326,AE53-SB,2.3463,0.99,2.37,2,3374,182,0.00,0.12,0.01,0.00,0.11,0.01,0.23,1.88,#VALUE!,332.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
314 EACH SIDE,F67A-ED,1.7424,0.99,1.76,8,5645,21,0.00,0.14,0.00,0.00,0.14,0.00,0.28,1.39,#VALUE!,318.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,2F12-AB-C0P,0.9603,0.99,0.97,4181,4247,202,0.06,0.06,0.00,0.06,0.06,0.00,0.23,0.77,#VALUE!,223.28,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208B NARROW,XS2V-AA,1.9305,0.99,1.95,1548,88,488,0.04,0.00,0.01,0.04,0.00,0.01,0.11,1.54,#VALUE!,229.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322B,FY1C-CA-ELK,1.5444,0.99,1.56,2,5997,327,0.00,0.14,0.01,0.00,0.13,0.01,0.27,1.24,#VALUE!,390.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,1F1C-AB-HAP,2.8611,0.99,2.89,2,689,325,0.00,0.03,0.01,0.00,0.03,0.01,0.08,2.29,#VALUE!,241.50,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHIELD,6L74-AB,3.1185,0.99,3.15,312,1629,379,0.01,0.07,0.02,0.01,0.07,0.02,0.20,2.49,#VALUE!,402.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
315R,F67A-RE-PUR,0.99,0.99,1.00,7,6025,20,0.00,0.09,0.00,0.00,0.08,0.00,0.17,0.79,#VALUE!,192.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200H,2M51-FA,2.6334,0.99,2.66,958,1315,363,0.04,0.05,0.01,0.04,0.05,0.01,0.19,2.11,#VALUE!,329.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200G-E,3S41-CB-FRY,2.4156,0.99,2.44,384,1325,367,0.01,0.05,0.01,0.01,0.05,0.01,0.14,1.93,#VALUE!,285.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200G-E,F7CC-RB-GRE,2.4552,0.99,2.48,8,10330,30,0.00,0.37,0.00,0.00,0.36,0.00,0.72,1.96,#VALUE!,817.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200G-E,98AB-ASD-CUR,2.3364,0.99,2.36,15,5374,453,0.00,0.18,0.02,0.00,0.18,0.01,0.38,1.87,#VALUE!,601.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
317,XL24-BA-R0G,2.2077,0.99,2.23,2,10730,35,0.00,0.35,0.00,0.00,0.33,0.00,0.67,1.77,#VALUE!,765.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A WIDE BODY,94BB-GE,2.7027,0.99,2.73,1667,26,455,0.07,0.00,0.02,0.06,0.00,0.02,0.16,2.16,#VALUE!,302.68,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
217B,97BB-AC,0.8712,0.99,0.88,9,1779,395,0.00,0.02,0.01,0.00,0.02,0.00,0.05,0.70,#VALUE!,115.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
321B,4F13-CB,2.1879,0.99,2.21,176,41,214,0.01,0.00,0.01,0.01,0.00,0.01,0.03,1.75,#VALUE!,98.42,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,YF1C-AC,0.9702,0.99,0.98,18,3029,496,0.00,0.04,0.01,0.00,0.04,0.01,0.10,0.78,#VALUE!,185.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
317,F77A-EF,2.1879,0.99,2.21,8,6050,12,0.00,0.19,0.00,0.00,0.19,0.00,0.37,1.75,#VALUE!,424.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
214B,8L8C-AA,1.0593,0.99,1.07,348,8401,398,0.01,0.13,0.01,0.01,0.13,0.01,0.27,0.85,#VALUE!,368.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
320,3W43-AE-H0M,2.0097,0.99,2.03,2078,5855,612,0.06,0.17,0.02,0.06,0.17,0.02,0.48,1.61,#VALUE!,668.42,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,2F12-BC-ELM,1.0197,0.99,1.03,49,8476,309,0.00,0.13,0.00,0.00,0.12,0.00,0.25,0.82,#VALUE!,335.03,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
317,F77A-CF,2.1582,0.99,2.18,26,5568,21,0.00,0.18,0.00,0.00,0.17,0.00,0.34,1.73,#VALUE!,390.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHIELD,6-FA6,3.1482,0.99,3.18,327,1654,363,0.02,0.08,0.02,0.01,0.07,0.01,0.21,2.52,#VALUE!,399.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHIELD,7L34-RB-TYE,2.6532,0.99,2.68,28,2010,131,0.00,0.08,0.01,0.00,0.08,0.00,0.16,2.12,#VALUE!,236.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200A,E8EC-AC-GEE,2.1879,0.99,2.21,833,13,180,0.03,0.00,0.01,0.03,0.00,0.01,0.06,1.75,#VALUE!,102.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200G-E,F7CC-NG-BAA,2.4354,0.99,2.46,7,5606,17,0.00,0.20,0.00,0.00,0.19,0.00,0.39,1.95,#VALUE!,440.51,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200G-E,F7CC-RC-GRE,2.3166,0.99,2.34,49,13350,42,0.00,0.45,0.00,0.00,0.44,0.00,0.88,1.85,#VALUE!,999.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
208A WIDE BODY,94BB-JF,2.4552,0.99,2.48,1650,64,399,0.06,0.00,0.01,0.06,0.00,0.01,0.14,1.96,#VALUE!,250.86,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200A,F0CC-KB-DEB,2.0097,0.99,2.03,2,1644,391,0.00,0.05,0.01,0.00,0.05,0.01,0.11,1.61,#VALUE!,255.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHIELD,CE5,2.6631,0.99,2.69,38,3317,404,0.00,0.13,0.02,0.00,0.12,0.01,0.28,2.13,#VALUE!,488.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 WELDED SHIELD,5L34-PA-PLU,2.2671,0.99,2.29,512,985,398,0.02,0.03,0.01,0.02,0.03,0.01,0.12,1.81,#VALUE!,260.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,B613-AB,1.8909,0.99,1.91,2,1725,114,0.00,0.05,0.00,0.00,0.05,0.00,0.10,1.51,#VALUE!,144.83,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
340B,8T43-AA,1.8018,0.99,1.82,2,2264,144,0.00,0.06,0.00,0.00,0.06,0.00,0.12,1.44,#VALUE!,179.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,1256,1.9503,0.99,1.97,882,2431,674,0.03,0.07,0.02,0.02,0.07,0.02,0.22,1.56,#VALUE!,427.50,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,3554,1.98,0.99,2.00,849,2306,372,0.02,0.07,0.01,0.02,0.06,0.01,0.19,1.58,#VALUE!,310.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
332 NO SHIELD,DA5,2.6037,0.99,2.63,2,3513,298,0.00,0.13,0.01,0.00,0.13,0.01,0.28,2.08,#VALUE!,439.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
325,5L5C-DA,0.8019,0.99,0.81,1518,4332,444,0.02,0.05,0.01,0.02,0.05,0.00,0.14,0.64,#VALUE!,195.75,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
200J,2L8C-AA,2.9304,0.99,2.96,2,3801,342,0.00,0.16,0.01,0.00,0.16,0.01,0.34,2.34,#VALUE!,545.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
303Y3,3564,1.9602,0.99,1.98,875,2357,387,0.03,0.07,0.01,0.02,0.07,0.01,0.20,1.57,#VALUE!,316.59,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
323 REAR,1L2C-AL,2.2869,0.99,2.31,1846,115,258,0.06,0.00,0.01,0.06,0.00,0.01,0.14,1.83,#VALUE!,181.62,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
322A,1F1C-AC-FAL,0.99,0.99,1.00,2,7117,381,0.00,0.10,0.01,0.00,0.10,0.00,0.21,0.79,#VALUE!,295.74,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
341B,AT4E-CA,1.8711,0.99,1.89,2,2075,138,0.00,0.06,0.00,0.00,0.05,0.00,0.12,1.50,#VALUE!,172.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
