BN Part Number,OEM #,LBS.,,,Pt,Pd,Rh,Pt 100,Pd 100,Rh 100,Pt 97 , Pd 96.5 ,Rh 88,Refining , Treatment Charges,Interest Charges,Gross ,Net,,,,Per Lbs $
KIA,3CZHR,1.3365,0.99,1.35,2,3029,457,0.00,0.06,0.01,0.00,0.06,0.01,0.13,1.07,#VALUE!,245.80,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
444A,024W,2.4651,0.99,2.49,770,8,299,0.03,0.00,0.01,0.03,0.00,0.01,0.07,1.97,#VALUE!,169.36,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
444A,746W,2.4156,0.99,2.44,733,9,221,0.03,0.00,0.01,0.03,0.00,0.01,0.06,1.93,#VALUE!,128.50,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
859L-R,9Z5,1.4652,0.99,1.48,4,1361,371,0.00,0.03,0.01,0.00,0.03,0.01,0.07,1.17,#VALUE!,167.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M FRONT,ET0,1.1187,0.99,1.13,11,4128,430,0.00,0.07,0.01,0.00,0.06,0.01,0.14,0.89,#VALUE!,239.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M FRONT,EL0,1.089,0.99,1.10,6,5052,506,0.00,0.08,0.01,0.00,0.08,0.01,0.17,0.87,#VALUE!,280.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
521 5 1/2 INCH BLOCK,NO OE#,1.3266,0.99,1.34,2831,70,590,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.06,#VALUE!,206.73,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
552F4,3JG,0.7227,0.99,0.73,995,4143,1223,0.01,0.04,0.01,0.01,0.04,0.01,0.13,0.58,#VALUE!,275.12,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
521 3 INCH BLOCK,NO OE#,0.4455,0.99,0.45,1099,83,206,0.01,0.00,0.00,0.01,0.00,0.00,0.02,0.36,#VALUE!,25.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M FRONT,E10,1.089,0.99,1.10,7,4299,444,0.00,0.07,0.01,0.00,0.07,0.01,0.14,0.87,#VALUE!,241.42,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M REAR,ET2,1.089,0.99,1.10,2058,53,406,0.03,0.00,0.01,0.03,0.00,0.01,0.08,0.87,#VALUE!,118.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M REAR,ZT5,1.1286,0.99,1.14,1188,28,297,0.02,0.00,0.00,0.02,0.00,0.00,0.05,0.90,#VALUE!,84.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M REAR,EM3,1.089,0.99,1.10,3962,58,703,0.06,0.00,0.01,0.06,0.00,0.01,0.14,0.87,#VALUE!,210.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M REAR,EW3,1.0692,0.99,1.08,2034,30,437,0.03,0.00,0.01,0.03,0.00,0.01,0.07,0.86,#VALUE!,121.72,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
867A,17150-31250,1.4355,0.99,1.45,1279,1274,361,0.03,0.03,0.01,0.03,0.03,0.01,0.12,1.15,#VALUE!,183.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M FRONT,ZJ6,1.1286,0.99,1.14,8,1940,431,0.00,0.03,0.01,0.00,0.03,0.01,0.07,0.90,#VALUE!,163.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
765M FRONT,1FD,1.089,0.99,1.10,6,2238,474,0.00,0.04,0.01,0.00,0.03,0.01,0.08,0.87,#VALUE!,176.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
859L-R,9Z5,1.5246,0.99,1.54,4,1006,298,0.00,0.02,0.01,0.00,0.02,0.01,0.06,1.22,#VALUE!,136.11,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
587,25128095,3.2967,0.99,3.33,934,422,125,0.04,0.02,0.01,0.04,0.02,0.01,0.14,2.64,#VALUE!,166.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
TOYOTA KNOTT,T53,1.2474,0.99,1.26,1967,50,452,0.04,0.00,0.01,0.03,0.00,0.01,0.09,1.00,#VALUE!,145.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
747 FRONT,6P1,2.6235,0.99,2.65,878,31,274,0.03,0.00,0.01,0.03,0.00,0.01,0.09,2.10,#VALUE!,173.54,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
HOTDOG 16 1/2 NO O2,NO OE#,2.0196,0.99,2.04,1368,18,331,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.62,#VALUE!,168.92,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
952 KNOTT,KT-0165,1.4454,0.99,1.46,3,2531,481,0.00,0.05,0.01,0.00,0.05,0.01,0.12,1.16,#VALUE!,249.73,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
952 KNOTT,KT-0120,1.2771,0.99,1.29,235,6417,222,0.00,0.12,0.00,0.00,0.12,0.00,0.25,1.02,#VALUE!,318.31,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
952 KNOTT ,SV-0823,0.7227,0.99,0.73,2,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,#VALUE!,0.71,1,0.68,0.68, $ 1.00 , $ 1.37 
538R,5S7,0.7821,0.99,0.79,11,2185,507,0.00,0.02,0.01,0.00,0.02,0.01,0.06,0.63,#VALUE!,130.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
763A,NO OE#,1.8513,0.99,1.87,2430,5516,897,0.07,0.15,0.02,0.06,0.14,0.02,0.46,1.48,#VALUE!,706.65,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
870,NNF-6700AD,1.4058,0.99,1.42,42,9736,553,0.00,0.20,0.01,0.00,0.19,0.01,0.41,1.12,#VALUE!,583.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
864,LDH0,0.9108,0.99,0.92,15,10880,34,0.00,0.14,0.00,0.00,0.14,0.00,0.28,0.73,#VALUE!,319.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
864,GHRH,0.891,0.99,0.90,21,11420,34,0.00,0.15,0.00,0.00,0.14,0.00,0.29,0.71,#VALUE!,328.28,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
863,BL,0.9504,0.99,0.96,978,8058,111,0.01,0.11,0.00,0.01,0.11,0.00,0.24,0.76,#VALUE!,275.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
863,BLD50,0.9108,0.99,0.92,18,8189,28,0.00,0.11,0.00,0.00,0.10,0.00,0.21,0.73,#VALUE!,241.31,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
866,3E040,0.7227,0.99,0.73,8,8555,519,0.00,0.09,0.01,0.00,0.09,0.00,0.18,0.58,#VALUE!,268.05,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,25129240,1.7424,0.99,1.76,1916,20,496,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.39,#VALUE!,214.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,25162672,1.8909,0.99,1.91,1964,12,483,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.51,#VALUE!,229.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,B12,1.7622,0.99,1.78,2054,24,358,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.41,#VALUE!,173.98,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,B97,1.7622,0.99,1.78,1937,11,420,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.41,#VALUE!,191.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,B98,1.7622,0.99,1.78,2189,9,534,0.06,0.00,0.01,0.05,0.00,0.01,0.13,1.41,#VALUE!,236.21,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
522A,B99,1.881,0.99,1.90,2446,23,399,0.07,0.00,0.01,0.07,0.00,0.01,0.15,1.50,#VALUE!,210.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
564,1F53-AA,2.97,0.99,3.00,964,1253,172,0.04,0.05,0.01,0.04,0.05,0.01,0.20,2.38,#VALUE!,256.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
564,91N43AA,2.8116,0.99,2.84,1650,113,354,0.07,0.00,0.01,0.07,0.00,0.01,0.17,2.25,#VALUE!,267.28,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
564,F4XA-AC,2.8314,0.99,2.86,1597,20,350,0.07,0.00,0.01,0.06,0.00,0.01,0.15,2.27,#VALUE!,256.52,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
564,XF52-BA,2.4255,0.99,2.45,1676,109,361,0.06,0.00,0.01,0.06,0.00,0.01,0.14,1.94,#VALUE!,234.43,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
564 DOUBLE SHIELDS,X2,3.6036,0.99,3.64,1546,11,388,0.08,0.00,0.02,0.08,0.00,0.02,0.19,2.88,#VALUE!,349.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,3Y0,1.5048,0.99,1.52,"2,018",76,456,0.04,0.00,0.01,0.04,0.00,0.01,0.11,1.20,#VALUE!,178.67,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,3Y2,1.9206,0.99,1.94,"1,946",29,439,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.54,#VALUE!,216.94,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,4E8,0.693,0.99,0.7,"1,561",25,346,0.02,0.00,0.00,0.02,0.00,0.00,0.04,0.55,#VALUE!,62.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,4L9,2.6235,0.99,2.65,"1,417",14,324,0.05,0.00,0.01,0.05,0.00,0.01,0.13,2.10,#VALUE!,217.38,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,4M0,1.3662,0.99,1.38,"1,540",36,342,0.03,0.00,0.01,0.03,0.00,0.01,0.07,1.09,#VALUE!,121.26,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,4M2,2.6631,0.99,2.69,"3,344",37,819,0.13,0.00,0.03,0.13,0.00,0.03,0.31,2.13,#VALUE!,548.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,4Y9,2.5047,0.99,2.53,"1,795",51,347,0.07,0.00,0.01,0.06,0.00,0.01,0.15,2.00,#VALUE!,234.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,53U,1.386,0.99,1.4,"1,718",20,384,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.11,#VALUE!,137.01,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,56U,1.7919,0.99,1.81,"1,625",42,371,0.04,0.00,0.01,0.04,0.00,0.01,0.10,1.43,#VALUE!,171.55,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,78J,2.2968,0.99,2.32,"1,543",20,365,0.05,0.00,0.01,0.05,0.00,0.01,0.12,1.84,#VALUE!,212.97,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,0E7,1.4157,0.99,1.43,"1,687",68,351,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.13,#VALUE!,132.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,0L7,1.4157,0.99,1.43,"1,575",62,335,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.13,#VALUE!,125.62,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,0M,2.4453,0.99,2.47,"1,701",72,379,0.06,0.00,0.01,0.06,0.00,0.01,0.15,1.96,#VALUE!,242.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,0M2,2.4057,0.99,2.43,"1,567",50,338,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.92,#VALUE!,213.66,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,U27,1.4058,0.99,1.42,"1,650",67,360,0.03,0.00,0.01,0.03,0.00,0.01,0.08,1.12,#VALUE!,133.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567,UQG,2.3958,0.99,2.42,"1,335",18,360,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.92,#VALUE!,212.64,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567 1/2 BLOCK,NO OE#,1.3365,0.99,1.35,"1,510",53,330,0.03,0.00,0.01,0.03,0.00,0.01,0.07,1.07,#VALUE!,115.69,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567 1/4 BLOCK,NO OE#,0.6534,0.99,0.66,"1,453",59,284,0.01,0.00,0.00,0.01,0.00,0.00,0.03,0.52,#VALUE!,50.37,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567 3/4 BLOCK,NO OE#,1.7028,0.99,1.72,"2,266",14,302,0.06,0.00,0.01,0.05,0.00,0.01,0.12,1.36,#VALUE!,154.33,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
567 FULL BLOCK,NO OE#,2.277,0.99,2.30,"1,437",22,331,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.82,#VALUE!,192.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
752,111,1.98,0.99,2.00,1658,24,347,0.05,0.00,0.01,0.05,0.00,0.01,0.11,1.58,#VALUE!,180.20,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542,RDH51,1.9107,0.99,1.93,2,"1,599",304,0.00,0.04,0.01,0.00,0.04,0.01,0.10,1.53,#VALUE!,208.61,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542E,RDH21,2.3166,0.99,2.34,328,"4,368",341,0.01,0.15,0.01,0.01,0.14,0.01,0.33,1.85,#VALUE!,483.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542D,K2BW,2.1384,0.99,2.16,0,"5,021",862,0.00,0.16,0.03,0.00,0.15,0.02,0.35,1.71,#VALUE!,694.81,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542C,K2AB,1.782,0.99,1.80,"1,376",60,308,0.04,0.00,0.01,0.03,0.00,0.01,0.09,1.43,#VALUE!,143.73,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
546K,K7AE,3.0393,0.99,3.07,11,"3,301",766,0.00,0.15,0.03,0.00,0.14,0.03,0.34,2.43,#VALUE!,766.31,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U2JJ18,2.5641,0.99,2.59,2,"3,857",769,0.00,0.14,0.03,0.00,0.14,0.03,0.33,2.05,#VALUE!,692.79,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U2JX15,1.782,0.99,1.80,2,"2,520",486,0.00,0.07,0.01,0.00,0.06,0.01,0.15,1.43,#VALUE!,308.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,BDH21,2.079,0.99,2.10,"1,365",24,201,0.04,0.00,0.01,0.04,0.00,0.01,0.09,1.66,#VALUE!,122.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834A,42JJ15,2.0988,0.99,2.12,2,"3,917",780,0.00,0.12,0.02,0.00,0.12,0.02,0.27,1.68,#VALUE!,575.50,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834C,U2FE15,1.8612,0.99,1.88,"2,018",30,368,0.05,0.00,0.01,0.05,0.00,0.01,0.13,1.49,#VALUE!,186.75,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542F,U4FE15,1.9899,0.99,2.01,"2,080",5,329,0.06,0.00,0.01,0.06,0.00,0.01,0.13,1.59,#VALUE!,184.89,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542J,25560,2.2374,0.99,2.26,2,"1,859",385,0.00,0.06,0.01,0.00,0.06,0.01,0.14,1.79,#VALUE!,297.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U8WW18,2.5146,0.99,2.54,2,"3,470",740,0.00,0.13,0.03,0.00,0.12,0.02,0.29,2.01,#VALUE!,634.56,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,3C620,2.277,0.99,2.30,2,"2,873",596,0.00,0.10,0.02,0.00,0.09,0.02,0.22,1.82,#VALUE!,468.44,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,2G330,2.0889,0.99,2.11,2,"2,883",438,0.00,0.09,0.01,0.00,0.08,0.01,0.19,1.67,#VALUE!,366.87,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,BDH51,2.6136,0.99,2.64,2,"2,414",517,0.00,0.09,0.02,0.00,0.09,0.02,0.21,2.09,#VALUE!,459.96,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,USM35,2.7522,0.99,2.78,"2,219",102,454,0.09,0.00,0.02,0.09,0.00,0.02,0.21,2.20,#VALUE!,335.81,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,3C710,2.2869,0.99,2.31,2,"2,903",540,0.00,0.10,0.02,0.00,0.09,0.02,0.22,1.83,#VALUE!,448.00,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U2BSC0,2.6037,0.99,2.63,"3,634",96,776,0.14,0.00,0.03,0.13,0.00,0.03,0.33,2.08,#VALUE!,530.70,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,2MC3U,1.9998,0.99,2.02,2,"1,615",366,0.00,0.05,0.01,0.00,0.05,0.01,0.11,1.60,#VALUE!,243.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
833A1,TSH41,2.772,0.99,2.80,227,"7,120",314,0.01,0.29,0.01,0.01,0.28,0.01,0.60,2.22,#VALUE!,801.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
833B,TSH31,2.6532,0.99,2.68,"2,573",31,604,0.10,0.00,0.02,0.10,0.00,0.02,0.24,2.12,#VALUE!,407.66,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,3C180,2.2869,0.99,2.31,2,"2,901",602,0.00,0.10,0.02,0.00,0.09,0.02,0.22,1.83,#VALUE!,475.15,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542I,2G540,1.9404,0.99,1.96,2,"7,945",347,0.00,0.22,0.01,0.00,0.22,0.01,0.45,1.55,#VALUE!,617.82,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542I,2G710,1.9602,0.99,1.98,2,"10,870",384,0.00,0.31,0.01,0.00,0.30,0.01,0.62,1.57,#VALUE!,819.63,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542I,2E820,1.8909,0.99,1.91,2,"6,633",168,0.00,0.18,0.00,0.00,0.18,0.00,0.36,1.51,#VALUE!,458.35,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
 542I ,2G545,1.9602,0.99,1.98,1,"6,993",349,0.00,0.20,0.01,0.00,0.19,0.01,0.40,1.57,#VALUE!,565.76,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538RT,NFRN,1.0989,0.99,1.11,255,"9,147",784,0.00,0.15,0.01,0.00,0.14,0.01,0.31,0.88,#VALUE!,488.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538RT,VQRN,1.0989,0.99,1.11,"1,655","8,222","1,819",0.03,0.13,0.03,0.03,0.13,0.03,0.36,0.88,#VALUE!,696.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538LT,VQLN,1.0989,0.99,1.11,"1,651","8,187","1,820",0.03,0.13,0.03,0.03,0.13,0.03,0.36,0.88,#VALUE!,695.53,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538LT ,NFLN,1.0989,0.99,1.11,261,"9,142",782,0.00,0.15,0.01,0.00,0.14,0.01,0.31,0.88,#VALUE!,487.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538RT,EN1N,1.0989,0.99,1.11,154,"6,036",498,0.00,0.10,0.01,0.00,0.09,0.01,0.21,0.88,#VALUE!,317.77,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538LT,EN2N,1.0989,0.99,1.11,164,"6,204",470,0.00,0.10,0.01,0.00,0.10,0.01,0.21,0.88,#VALUE!,317.84,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
542G,UJMC7,1.1484,0.99,1.16,2,4780,1054,0.00,0.08,0.02,0.00,0.08,0.02,0.19,0.92,#VALUE!,406.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538S,SMRHO1,0.792,0.99,0.80,2,8454,30,0.00,0.10,0.00,0.00,0.09,0.00,0.19,0.63,#VALUE!,216.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
817M2,2G110,1.1682,0.99,1.18,2,16240,942,0.00,0.28,0.02,0.00,0.27,0.01,0.56,0.93,#VALUE!,812.58,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
876R,BLRA,1.0296,0.99,1.04,9,7129,852,0.00,0.11,0.01,0.00,0.10,0.01,0.23,0.82,#VALUE!,401.41,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538F,K2AA,0.891,0.99,0.90,17,6253,20,0.00,0.08,0.00,0.00,0.08,0.00,0.16,0.71,#VALUE!,180.06,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
538D,K08B,1.0989,0.99,1.11,13,9619,34,0.00,0.15,0.00,0.00,0.15,0.00,0.30,0.88,#VALUE!,342.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813A,H2II18,2.4255,0.99,2.45,14,3753,543,0.00,0.13,0.02,0.00,0.13,0.02,0.29,1.94,#VALUE!,542.25,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813A,H4II18,2.4255,0.99,2.45,17,3840,567,0.00,0.14,0.02,0.00,0.13,0.02,0.30,1.94,#VALUE!,560.24,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813B,H1II10,1.4949,0.99,1.51,2,3616,562,0.00,0.08,0.01,0.00,0.08,0.01,0.17,1.20,#VALUE!,332.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813B,H1PP10,1.4949,0.99,1.51,9,8773,58,0.00,0.19,0.00,0.00,0.18,0.00,0.37,1.20,#VALUE!,432.15,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813D,AC,1.9305,0.99,1.95,2,6572,20,0.00,0.19,0.00,0.00,0.18,0.00,0.36,1.54,#VALUE!,409.22,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813D,AF,1.5147,0.99,1.53,2,2010,414,0.00,0.04,0.01,0.00,0.04,0.01,0.10,1.21,#VALUE!,217.16,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813E,B2C,1.4949,0.99,1.51,8,10170,29,0.00,0.22,0.00,0.00,0.21,0.00,0.43,1.20,#VALUE!,489.91,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813E,B2E,1.5345,0.99,1.55,17,6146,481,0.00,0.14,0.01,0.00,0.13,0.01,0.29,1.23,#VALUE!,441.08,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813F,DC,1.9206,0.99,1.94,6,5413,616,0.00,0.15,0.02,0.00,0.15,0.02,0.32,1.54,#VALUE!,557.09,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813G,WHQR10,1.4949,0.99,1.51,2,10010,31,0.00,0.22,0.00,0.00,0.21,0.00,0.42,1.20,#VALUE!,482.78,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813H,RHC,1.9503,0.99,1.97,174,6195,718,0.00,0.18,0.02,0.00,0.17,0.02,0.39,1.56,#VALUE!,656.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813H,RHF,1.7028,0.99,1.72,1519,6574,1446,0.04,0.16,0.04,0.04,0.16,0.03,0.45,1.36,#VALUE!,865.02,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813H,MCU,1.9206,0.99,1.94,184,5786,579,0.01,0.16,0.02,0.00,0.16,0.01,0.35,1.54,#VALUE!,570.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813I,B6E,1.5147,0.99,1.53,2,6378,367,0.00,0.14,0.01,0.00,0.14,0.01,0.29,1.21,#VALUE!,412.95,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813I,B6H,1.4949,0.99,1.51,0,6062,308,0.00,0.13,0.01,0.00,0.13,0.01,0.27,1.20,#VALUE!,375.57,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813K,B7C,1.4949,0.99,1.51,509,7845,571,0.01,0.17,0.01,0.01,0.17,0.01,0.37,1.20,#VALUE!,546.42,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
833A2,FSH42,2.5443,0.99,2.57,2,3894,800,0.00,0.14,0.03,0.00,0.14,0.03,0.33,2.04,#VALUE!,705.60,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
833A2,XGFL4,2.9205,0.99,2.95,2,2082,415,0.00,0.09,0.02,0.00,0.09,0.02,0.20,2.34,#VALUE!,425.93,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,3E140,1.8909,0.99,1.91,21,4340,887,0.00,0.12,0.02,0.00,0.12,0.02,0.28,1.51,#VALUE!,583.28,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U4BSCO,2.1582,0.99,2.18,8,3695,828,0.00,0.12,0.03,0.00,0.11,0.02,0.27,1.73,#VALUE!,596.74,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,U2JJ15,2.1879,0.99,2.21,6,3814,771,0.00,0.12,0.02,0.00,0.12,0.02,0.28,1.75,#VALUE!,589.13,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813H,TCT,1.7127,0.99,1.73,2,3735,207,0.00,0.09,0.01,0.00,0.09,0.00,0.19,1.37,#VALUE!,270.85,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
813H,TCU,1.8513,0.99,1.87,180,5785,589,0.00,0.16,0.02,0.00,0.15,0.01,0.34,1.48,#VALUE!,553.73,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
834 BODY,2JB3U,1.9602,0.99,1.98,2,1960,438,0.00,0.06,0.01,0.00,0.05,0.01,0.13,1.57,#VALUE!,286.98,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
817M,25250,1.2573,0.99,1.27,14,7010,422,0.00,0.13,0.01,0.00,0.12,0.01,0.26,1.01,#VALUE!,381.46,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
836A,NO OE#,1.2177,0.99,1.23,3205,38,797,0.06,0.00,0.01,0.06,0.00,0.01,0.14,0.97,#VALUE!,243.49,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
836B,LL,0.8118,0.99,0.82,854,3654,625,0.01,0.04,0.01,0.01,0.04,0.01,0.12,0.65,#VALUE!,201.40,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
836B,ML,0.6831,0.99,0.69,21,3362,572,0.00,0.03,0.01,0.00,0.03,0.01,0.08,0.55,#VALUE!,148.14,#VALUE!,0.68,#VALUE!,#VALUE!,#VALUE!
